"","Date","Open","High","Low","Close","Volume","Market.Cap"
"1","Nov 05, 2017",619.91,635.72,579.13,630.7,816028000,10390900000
"2","Nov 04, 2017",635.35,642.05,571.12,620.45,1161370000,10647200000
"3","Nov 03, 2017",587.32,684.53,577.86,625.32,1682210000,9839760000
"4","Nov 02, 2017",527.68,610.39,514.52,587.22,1632060000,8840010000
"5","Nov 01, 2017",438.3,538.26,437.91,531.83,1152230000,7342250000
"6","Oct 31, 2017",449.37,454.07,431.76,439.05,343799000,7527260000
"7","Oct 30, 2017",458.45,478.42,417.62,448.23,796409000,7.679e+09
"8","Oct 29, 2017",420.47,526.12,408.4,451.92,2002440000,7042260000
"9","Oct 28, 2017",369.54,425.44,369.06,423.35,781037000,6183520000
"10","Oct 27, 2017",338.3,372.81,338.24,367.57,501989000,5655870000
"11","Oct 26, 2017",332.11,350.94,331.21,338.2,234967000,5550700000
"12","Oct 25, 2017",326.59,334.38,320.38,332.13,151935000,5457720000
"13","Oct 24, 2017",315.9,340.45,311.48,326.89,267442000,5278410000
"14","Oct 23, 2017",330.67,332.28,309.87,315.6,191558000,5524790000
"15","Oct 22, 2017",323.5,355.52,323.5,331.66,355546000,5405020000
"16","Oct 21, 2017",326.75,328.45,317.46,323.36,129938000,5458980000
"17","Oct 20, 2017",330.9,332.98,323.08,327.44,160204000,5527860000
"18","Oct 19, 2017",339.27,339.27,326.27,330.81,195578000,5667070000
"19","Oct 18, 2017",373.65,376.18,313.77,339.17,477184000,6240990000
"20","Oct 17, 2017",313.7,394.96,309.64,371.73,1008160000,5239520000
"21","Oct 16, 2017",315.26,318.02,310.52,313.64,117797000,5265400000
"22","Oct 15, 2017",322.42,323.59,307.68,314.95,133385000,5384760000
"23","Oct 14, 2017",321.54,327.42,317.35,321.96,164137000,5369720000
"24","Oct 13, 2017",314.15,323.08,304.38,321.46,288210000,5242630000
"25","Oct 12, 2017",315.47,330.13,310.71,313.21,262066000,5262390000
"26","Oct 11, 2017",320.2,321.26,312.13,314.9,131577000,5.341e+09
"27","Oct 10, 2017",313.22,352.02,311.7,321.59,367809000,5224170000
"28","Oct 09, 2017",342.76,342.76,289.04,314.16,288075000,5716320000
"29","Oct 08, 2017",360.09,362.46,337,342.21,203754000,6004940000
"30","Oct 07, 2017",363.6,364.88,356.06,360.78,91004000,6062860000
"31","Oct 06, 2017",355.44,371.28,354.96,363.01,182031000,5926540000
"32","Oct 05, 2017",358.42,371.19,348.45,355.75,268341000,5971260000
"33","Oct 04, 2017",404.2,404.45,354.55,358.45,251584000,6729640000
"34","Oct 03, 2017",421.79,421.79,395.74,404.18,130247000,7022370000
"35","Oct 02, 2017",415.87,430.86,411.84,421.19,219590000,6921580000
"36","Oct 01, 2017",433.38,436.94,415.15,415.15,164290000,7207770000
"37","Sep 30, 2017",436.64,445.62,432.53,432.63,150565000,7258880000
"38","Sep 29, 2017",447.66,447.92,426.99,436.77,148725000,7441960000
"39","Sep 28, 2017",456.71,465.2,433.5,447.81,300421000,7.592e+09
"40","Sep 27, 2017",441.86,460,439.41,457.31,197885000,7343490000
"41","Sep 26, 2017",445.36,458.25,441.83,441.83,165303000,7400020000
"42","Sep 25, 2017",419.65,450.13,419.65,445.8,302272000,6971280000
"43","Sep 24, 2017",428.8,433.04,419.25,421.03,114527000,7121950000
"44","Sep 23, 2017",415.31,432.96,407.45,428.5,189127000,6895970000
"45","Sep 22, 2017",417.92,435.44,402.77,415.09,241905000,6937170000
"46","Sep 21, 2017",475.83,480,413.75,416.26,316731000,7898300000
"47","Sep 20, 2017",526.74,527.72,471.09,476.05,669264000,8741670000
"48","Sep 19, 2017",480.64,550.41,450.05,527.88,802321000,7975010000
"49","Sep 18, 2017",422.09,479.69,422.09,479.32,458550000,7001640000
"50","Sep 17, 2017",438.9,438.9,384.06,419.86,221828000,7279520000
"51","Sep 16, 2017",424.49,450.98,388.2,440.22,313583000,7039590000
"52","Sep 15, 2017",369.49,448.39,301.69,424.02,707231000,6126800000
"53","Sep 14, 2017",504.22,510.47,367.04,367.04,257431000,8359650000
"54","Sep 13, 2017",509.47,519.2,471.22,503.61,340344000,8445540000
"55","Sep 12, 2017",539.03,559.22,505.01,510.41,273825000,8934220000
"56","Sep 11, 2017",537.19,556.25,515.67,537.81,274712000,8902570000
"57","Sep 10, 2017",546.48,546.75,484.09,537.07,289508000,9055430000
"58","Sep 09, 2017",584.73,586.18,539.15,547.47,234578000,9688150000
"59","Sep 08, 2017",654.37,687.3,557.5,583.1,809763000,10840500000
"60","Sep 07, 2017",636.85,707.98,603.5,652.86,1082380000,10548500000
"61","Sep 06, 2017",541.28,642.69,539.96,638.18,693240000,8964700000
"62","Sep 05, 2017",514.9,550.95,458.78,541.71,338978000,8527100000
"63","Sep 04, 2017",608.26,608.26,500.75,517.24,328957000,10072200000
"64","Sep 03, 2017",578.27,617.41,563.59,607.43,344862000,9574520000
"65","Sep 02, 2017",621.96,642.05,560.58,575.9,350478000,1.0297e+10
"66","Sep 01, 2017",588.4,645.52,586.73,622.17,393839000,9740460000
"67","Aug 31, 2017",576.25,603.69,572.14,588.17,298144000,9538750000
"68","Aug 30, 2017",549.32,604.69,535.92,575.21,443856000,9092300000
"69","Aug 29, 2017",596.13,599.3,528.32,552.93,370017000,9866110000
"70","Aug 28, 2017",619.7,626.88,595.52,596.18,216273000,10254800000
"71","Aug 27, 2017",625.89,654.87,589.63,620.9,402718000,1.0357e+10
"72","Aug 26, 2017",641.88,646.93,622.36,625.32,193414000,10616100000
"73","Aug 25, 2017",627.06,665.41,624.3,641.05,348632000,10365600000
"74","Aug 24, 2017",670.03,697.32,617.31,628.11,407177000,11071100000
"75","Aug 23, 2017",690.96,715.67,651.32,669.4,501983000,11416800000
"76","Aug 22, 2017",596.19,734.88,570.27,690.88,1393260000,9844620000
"77","Aug 21, 2017",723.7,756.59,573.47,599.63,1123400000,11943100000
"78","Aug 20, 2017",772.42,858.96,683.94,712.87,1494020000,12742600000
"79","Aug 19, 2017",697.04,1091.97,625.16,754.56,3196230000,11498100000
"80","Aug 18, 2017",458.67,764.07,458.67,690.24,3087490000,7565590000
"81","Aug 17, 2017",301.02,460.53,293.1,460.53,744605000,4964980000
"82","Aug 16, 2017",297.97,307.62,290.21,300.21,106436000,4914350000
"83","Aug 15, 2017",298.19,306.52,292.88,297.86,133924000,4917480000
"84","Aug 14, 2017",296.1,327.39,293.5,297.68,174968000,4882720000
"85","Aug 13, 2017",316.29,317.47,298.05,298.05,120722000,5215330000
"86","Aug 12, 2017",327.82,341.85,313.7,317.09,126007000,5405200000
"87","Aug 11, 2017",275.88,351.16,275.02,328.24,233971000,4548600000
"88","Aug 10, 2017",305.21,311.68,274.68,275.95,136637000,5031790000
"89","Aug 09, 2017",345.28,349.32,298.61,303.89,165032000,5691960000
"90","Aug 08, 2017",321.35,386.29,309.61,345.49,274880000,5297390000
