"","Date","Open","High","Low","Close","Volume","Market.Cap"
"1","Nov 16, 2017",424.51,427.85,412.84,418.18,97321300,3264810000
"2","Nov 15, 2017",428.08,444.38,418.47,424.41,103157000,3291450000
"3","Nov 14, 2017",428.31,447.92,408.95,427.54,123854000,3292370000
"4","Nov 13, 2017",507.05,530.94,403.5,427.37,310886000,3896620000
"5","Nov 12, 2017",345.68,536.12,327.8,536.12,476198000,2655840000
"6","Nov 11, 2017",331.43,349.08,321.04,346.06,88651000,2545670000
"7","Nov 10, 2017",325.27,353.36,308.46,329.57,116352000,2497710000
"8","Nov 09, 2017",315.48,337.23,311.82,326.01,110840000,2421910000
"9","Nov 08, 2017",293.04,316.63,289.09,316.33,103556000,2249050000
"10","Nov 07, 2017",274.87,304.55,274.87,293.38,92431200,2109120000
"11","Nov 06, 2017",273.47,280.44,268.46,275.68,60053700,2097820000
"12","Nov 05, 2017",274.33,277,270.29,273.17,41028900,2103900000
"13","Nov 04, 2017",278.58,280.96,271.31,274.68,49462600,2135920000
"14","Nov 03, 2017",263.89,281.39,262.98,278.59,62984900,2021200000
"15","Nov 02, 2017",271.79,272.78,251.56,265.31,72437900,2081130000
"16","Nov 01, 2017",278.5,279.67,270.77,271.56,50960300,2131960000
"17","Oct 31, 2017",285.39,286.21,278.73,279.15,50260500,2184110000
"18","Oct 30, 2017",283.65,287.69,282.32,285.94,40805700,2170290000
"19","Oct 29, 2017",275.25,288.6,275.25,283.93,75483100,2105420000
"20","Oct 28, 2017",281.42,287.92,272.36,275.69,47092100,2152090000
"21","Oct 27, 2017",286.14,289.13,279.33,280.48,38421900,2187650000
"22","Oct 26, 2017",289.03,292.41,282.78,286.13,49309000,2209130000
"23","Oct 25, 2017",294.47,298.78,283.92,289.14,43986700,2250180000
"24","Oct 24, 2017",283.94,302.65,277.2,293.2,59674600,2169120000
"25","Oct 23, 2017",275.44,291.24,263.91,284.23,52259300,2103630000
"26","Oct 22, 2017",277.93,283.88,269.73,275.7,46070400,2122130000
"27","Oct 21, 2017",288.95,290.12,272.08,277.86,47244600,2205720000
"28","Oct 20, 2017",295.41,301.66,288.19,289.19,47125400,2254410000
"29","Oct 19, 2017",297.85,300.16,291.89,295.47,30741800,2272420000
"30","Oct 18, 2017",300.02,300.19,280.05,297.26,38693900,2288450000
"31","Oct 17, 2017",302.28,304.33,298.17,299.88,42569400,2305090000
"32","Oct 16, 2017",309.46,310.98,300.75,302.21,38139700,2359250000
"33","Oct 15, 2017",317.01,317.01,294.34,309.51,45301300,2416140000
"34","Oct 14, 2017",310.23,319.02,306.94,316.69,43951700,2363830000
"35","Oct 13, 2017",292.39,311.69,289.19,310.38,69258500,2227330000
"36","Oct 12, 2017",298.12,298.4,290.04,291.91,42625600,2270420000
"37","Oct 11, 2017",291.41,301.5,286.64,298.4,26434900,2218760000
"38","Oct 10, 2017",283.55,296.02,280.08,291.27,32941200,2158330000
"39","Oct 09, 2017",299.7,300.84,271.83,283.67,52085800,2280670000
"40","Oct 08, 2017",310.25,315.02,301.11,302.48,33683300,2360300000
"41","Oct 07, 2017",307.54,314.22,303.77,310.49,27552700,2339080000
